66.83333333	61.16666667	61.5	54.16666667	64.83333333	61.66666667	65.33333333	66.83333333	51.83333333	61.66666667	47.16666667	53.33333333	61	47	57	62.5	38.33333333	52.16666667	58.5	60	62.83333333	42	46.66666667	51	65.16666667	63.33333333	54.16666667	63.66666667	65.5	54.66666667	0	68.16666667	63.66666667	63.66666667	62.16666667	39.16666667	62	70	54	58.66666667	63.16666667	60	61	55.83333333	61.83333333	56.33333333	54.16666667	55.5	58.66666667	53.16666667	39.16666667	45	64.33333333	40.33333333	54.83333333	66.5	50.5	60.33333333	37.33333333	56.5	57	57.5	47.66666667	57	64.5	66.16666667	57.83333333	63.83333333	61.16666667	51.66666667	60.16666667	58.66666667	59.16666667	56.16666667	63.33333333	48.83333333	50.83333333	61.33333333	59	63.83333333	56.83333333	50.66666667	65	57	52.33333333	64	55.5	61.66666667	53.83333333	67	64.66666667	50.16666667	66	65.33333333	59.33333333	52.5	69.33333333	57.5	59	63.5	55.83333333	58.5	58.33333333	59.83333333	57.33333333	57.83333333	62.66666667	69.66666667	60.16666667	50.33333333	59	55.16666667	57.66666667	59.5	57	61	60.5	64.5	63.5	62.66666667	58	31.25	63.83333333	69.16666667	48.83333333	58	38.83333333	65	66	52.66666667	63	44.33333333	69.33333333	50.2	58	55	61.66666667	48.16666667	70	60.5	53.5	65.16666667	59.83333333	52.16666667	62.33333333	64.33333333	45.83333333	60.16666667	62.16666667	66.8	64	58.16666667	52.83333333	64.5	57.5	60.33333333	47.83333333	59.83333333	49.4	63.33333333	63	59	63	67.83333333	56	42	70	61.5	63.33333333	64	50.83333333	63.83333333	46.33333333	63	53.16666667	61.66666667	66.83333333	64.33333333	46.5	53.33333333	50.66666667	49.33333333	61.83333333	60	68	53.83333333	63.83333333	60.16666667	58.33333333	38.25	63.83333333	63.5	59.83333333	63.83333333	54.16666667	59.83333333	37.5	36.16666667	61	54.16666667	64	45.16666667	62.83333333	66.33333333	64.5	62.33333333	62.16666667
62.125	65.25	66.75	58	63.375	65.875	62.375	67	62.375	66.28571429	50.375	64.625	60.75	59.75	65	62.625	36	59.875	50.875	61.625	66.25	47.25	54.25	55.75	64.75	66.5	55.5	62.375	66.625	47.75	63.625	63.375	65.25	64.375	62.125	54.625	64.5	69	60.42857143	59.25	64.625	60	53.875	64.25	63.125	67.25	53	60.5	61.125	61.25	45	42.25	65.375	51.875	55.5	61.875	45	56.625	52.625	61.875	59.75	53.625	62.375	62.25	67	65.75	62.625	64.125	67	61.375	63.25	47.625	51.375	60.375	62.625	49.375	53.875	65.25	69.375	66.5	62.625	51.125	62.625	62.25	55.125	66.5	62.5	63.5	67.875	61.125	64.625	55.25	66.75	62.375	61.75	57.25	69.5	65.25	58.875	67.75	60.5	59.5	60.75	61.125	60	68.125	66.75	68	68.75	58.75	64.5	64.875	58.625	56.75	70	58.375	53.125	57.625	65.875	60.75	56.25	49.875	65.625	69.25	56.375	51.75	40.375	64.125	66.25	61.125	64.875	55.71428571	66.125	59.25	63.875	59.75	66.625	57.25	68.5	64.125	56	65.125	58.75	54.5	60.75	67.5	59.75	59.625	63.25	67.25	65.125	62.5	60.5	64.5	61	59.375	48.5	62.875	55.25	59.125	62	66.125	65.75	69.75	60.5	49.25	70	65.5	64.875	62.125	57.25	58.875	55.625	61.625	59.75	62.5	68	61.125	58.875	54.375	47.125	56.5	61.875	68.125	68.5	65.625	59.5	61.875	66.125	59.375	60.75	64.125	62.875	57.5	51.375	65.875	35.875	41.375	63.625	53.625	60.625	61.875	61.125	67.125	63.5	63.75	62.5
62.14285714	64.42857143	68	58	64	64.85714286	65	64.42857143	56.71428571	48.85714286	54.57142857	63.28571429	64.28571429	66.85714286	59.71428571	64.71428571	36.71428571	62	51.71428571	65.42857143	68.28571429	58.28571429	50.85714286	56	62.42857143	66.66666667	56.42857143	60.28571429	69.71428571	46	58.8	68.14285714	68.28571429	68.28571429	66.14285714	59	65	0	60.28571429	56.42857143	63.42857143	65.42857143	60.42857143	61.57142857	67	64.71428571	54.14285714	62.85714286	57.14285714	61.28571429	55.85714286	43	66.85714286	54.85714286	59.71428571	58.71428571	39.42857143	60.57142857	62.71428571	53	64.28571429	59.42857143	63	66.28571429	66.28571429	66.28571429	64.28571429	66.57142857	68.14285714	66.71428571	63.28571429	56.71428571	53	60.28571429	66.85714286	54.28571429	57.57142857	59.28571429	69.85714286	69.57142857	61.57142857	60.14285714	63.57142857	62.14285714	51.42857143	68.57142857	63	67.57142857	64.28571429	64.57142857	65.85714286	40.57142857	65	65.42857143	63.14285714	61.57142857	69.14285714	68.42857143	57.57142857	63.71428571	64.71428571	59.85714286	58.14285714	66.14285714	64.28571429	67.85714286	66.71428571	67.57142857	69.14285714	58.57142857	66	64.28571429	51.71428571	63.14285714	0	63	57.57142857	64.42857143	66.28571429	67	65.14285714	60.85714286	65	68.14285714	58.57142857	55.85714286	50.42857143	68.42857143	62.28571429	59.14285714	64.28571429	61.14285714	68.57142857	58.28571429	64.85714286	60.42857143	68	61.57142857	66.85714286	61.85714286	58.28571429	66	61.71428571	61.42857143	54.71428571	67.28571429	62.28571429	59.57142857	66.42857143	65.33333333	63.71428571	54.57142857	58.57142857	61.28571429	61.14285714	64.57142857	52.85714286	64.85714286	62.28571429	65.85714286	66.28571429	67	67.28571429	69	62.14285714	54	70	65.14285714	65.28571429	61.85714286	59.71428571	65.28571429	59	64.57142857	59.42857143	66.14285714	66.42857143	64.71428571	64	52.71428571	58	61	64.85714286	68.42857143	65.42857143	61.14285714	64.28571429	63.57142857	66.57142857	57.57142857	63.57142857	65.28571429	64	62.85714286	54.14285714	67.28571429	36.28571429	44.71428571	42.71428571	56.85714286	62.42857143	66	59.85714286	65.57142857	64	62.57142857	64.85714286
67.75	61.875	63.75	52.375	50.375	61.625	64.875	59.875	60.75	14.75	53.5	63	23.625	65.875	60.75	49.875	34.125	59.25	55.5	64	66.125	62.125	43.5	55.375	67.125	64.375	60.875	56.5	68.875	43.625	62.125	66.5	67	60.25	68.125	64.25	69	68	47.42857143	59.5	48.625	62.875	67.875	64.5	66.875	66.5	63.125	64.75	53.625	60.125	60.625	37.875	68.75	56.5	64	55.875	31.375	60.125	61.375	60.75	63.625	62.625	58	65.125	66.75	67.5	65.5	69.625	59.75	65.375	52.375	62.375	50.25	64	67.125	55.125	57.875	18.625	65.375	67.25	65.625	55.625	65.875	63	26.375	66.5	63.75	68.375	64.625	66.75	67.375	33	65.125	65.125	63.25	63.125	68.25	68.125	47	66.125	66.25	62.375	37.875	53.75	66.375	66.125	67.25	66.375	69.125	55.28571429	65.375	68.875	55.25	63	70	67.375	60.5	65.5	68.75	65.875	64.75	61.125	67.25	68	61.875	58.125	58.25	69	67.125	59.25	66.125	61.5	68.25	60.125	65	56.125	64.14285714	59.625	68	58.875	58.375	68.125	65	60.375	37.14285714	69.75	63	57.625	67.625	69.5	64	55.75	61.75	60.625	57.75	65.75	55.375	64.125	60.25	67.875	65.625	67.25	67.75	69.125	61.375	47.875	69	66.625	67.25	67.625	39.25	66.25	62.625	66.75	61.375	66.5	64.125	59	65.75	57.375	56.875	61.875	67.71428571	69.125	63.875	64	66.625	62.25	66.75	64.25	64.75	47.25	63.625	38.875	59	68.66666667	33.75	48.625	66.875	63.75	65.875	66.125	63.5	68	61.25	65.75	63.75
65.75	66	63.875	53.75	44.125	55.875	63.125	62.25	61.875	8.375	53.5	63.5	20.375	66.875	62.875	42.75	32.75	54.5	62.25	63.375	61.25	63.75	35.5	50.5	53.875	67.375	63.25	60.125	69.625	42.75	61.75	67.75	61.5	58.25	68.125	65.875	68.25	43.5	19.71428571	59.5	61.25	60.875	20.875	64	68.875	68.625	59.375	59.75	36.5	63.875	60.125	49.25	68.375	48.75	37.375	60.25	22.375	58.125	61.75	61.375	62.875	66	68	65	64.625	66.25	65.625	69.125	47.625	64.375	59.625	63.125	56.125	32.75	66.875	54.25	56.75	12.375	31.875	66.125	65.375	59.75	66.5	61	11.125	65	62.875	68	65.25	66.625	67.25	31.875	66.75	66	62.625	60.875	68.625	67	29.875	66.875	65.125	63.375	26.5	40	66.75	67	66.375	69.125	68.875	58.5	64	13.125	59.25	60.875	66.375	66.25	61.625	67.5	68.375	66.25	64.75	61.75	66.125	68.75	57.125	55.125	63.75	68.875	64.75	63.125	67.25	63.875	67.875	60	65.875	62.875	64	58.75	65.75	47.625	66.75	66.875	42.25	61.125	52.875	68.25	65.25	62.5	68.125	68	65.125	56.625	65.25	62.625	58.25	63.875	60.625	64.375	59.5	66.375	66.625	65.625	68	68.625	61.875	48.5	69.125	65.875	66.75	63.25	46.375	68.5	60.375	68	59.125	66.375	66.75	61.625	66.375	56.75	56.25	32.5	67	66.875	65.125	65.875	66.875	60.875	65.25	65.75	64	34.75	61.75	35.625	58	66	33.625	44.875	65.25	65.25	64.75	68.625	65.625	69.125	64	65.5	63.375
65.88888889	65.22222222	66.22222222	50.66666667	46.55555556	51.66666667	63.88888889	62.66666667	63.44444444	21.11111111	53.77777778	61.33333333	24.44444444	65.88888889	64.33333333	50.55555556	32.22222222	39.11111111	59.77777778	55	63.44444444	64.66666667	42.66666667	58.77777778	66.77777778	66.55555556	60.33333333	60.44444444	68.88888889	43	63.11111111	65.44444444	62.77777778	59.66666667	68.22222222	65.11111111	68.11111111	68.66666667	23.625	56	64.33333333	63.44444444	67.66666667	64.33333333	67.77777778	67.44444444	62	64.77777778	32.22222222	26.33333333	64.55555556	50.77777778	69.33333333	47.33333333	64.55555556	61	37.33333333	55.55555556	57.66666667	62.88888889	62.44444444	65.66666667	64.88888889	65.33333333	64.77777778	65.33333333	65.44444444	69	64	65.77777778	61.44444444	59.22222222	64.22222222	65	68	54.66666667	56.77777778	66.55555556	65.66666667	67.88888889	58.22222222	59	66.66666667	62.11111111	58.22222222	66.33333333	66.88888889	67.77777778	66.66666667	67.55555556	67.22222222	33.66666667	68	65	51.77777778	58.44444444	68.88888889	58.22222222	47.55555556	65.66666667	65.22222222	21	59.11111111	64.44444444	65.66666667	65	52.88888889	67.11111111	67.88888889	59.66666667	65.88888889	69.11111111	57.77777778	63.33333333	64.66666667	66.44444444	57.22222222	66.22222222	68.22222222	65.88888889	62.55555556	58.11111111	66.22222222	66.88888889	57.55555556	50.33333333	52.55555556	68.77777778	64.55555556	31.44444444	67.44444444	64.66666667	67	24.55555556	17.22222222	62.22222222	60.77777778	60	68.22222222	64.22222222	58.66666667	68.88888889	65.44444444	59.44444444	36.77777778	69.33333333	66	58.88888889	66.66666667	68.33333333	64.77777778	57.55555556	63	63.22222222	60	65.33333333	58	63.33333333	60.11111111	65.88888889	64.44444444	66	67	69.77777778	63.44444444	56.88888889	70	62.77777778	67.55555556	67.33333333	59.44444444	68.22222222	63.88888889	67.44444444	62.88888889	65.77777778	65.88888889	61	64.88888889	61.11111111	61.22222222	65.22222222	64.55555556	68.22222222	64	65.22222222	62.77777778	58.22222222	63.66666667	63.88888889	64.44444444	44.66666667	56.22222222	28.88888889	53.88888889	66.22222222	33.66666667	45.33333333	65.77777778	62.44444444	67.22222222	67.22222222	56.88888889	68	63.66666667	65.22222222	64.11111111
66.375	65.375	67.625	54.5	43.125	46.125	62.5	65.75	63	12.57142857	55.625	62.25	22	66.75	61.875	36.75	32.375	54	57.875	61.75	66.375	60	47.75	60.5	66.5	65.5	56.375	63.25	69.125	45.125	64.625	63.75	65.5	48.75	66.375	61.375	67.625	65.125	26.33333333	58.125	61.25	42.625	60.5	58.875	66.125	67.5	62.375	57.25	54.5	23.625	59.125	45	65.625	52.625	59.375	60.5	36.375	57.75	63.125	60	59.875	65.125	53.25	65.625	64	65.25	64.25	67.625	64.625	65.5	58.625	59.875	64.375	29.625	67.25	54.125	51.875	43.125	68.25	68.125	65.625	43.75	60.375	62.25	55.125	66.875	65.75	65.875	66	67.25	68	27	67.5	65.125	61.875	52	68.625	66.75	54.125	62.125	56	17.875	55.75	62.625	63.875	65.75	64.375	67.875	67	58.375	64.625	64.625	59.875	62.125	67.75	66.875	60.75	65.25	66.75	66.375	61.625	61.75	64.625	68.125	14.625	52.25	58.5	67.125	65.875	20.75	59.875	60.625	66.5	22.75	25.875	60.625	62.25	58.625	66.125	60.125	66.625	51.125	63.25	59.5	31	69.75	62.75	56	29.5	61.375	60.25	58.75	61.875	64.625	58.375	61.625	54.875	64.125	61	65.875	65	66.625	67.375	69.75	61.75	55.375	69.125	66.625	60	66.375	62	58.875	58.375	66.25	62.875	66.125	67.125	62.75	64.375	55.875	54	65.75	66.125	68	62.375	65.375	60.625	56.75	65.375	60.125	63.5	37.25	63.125	37.875	53.75	68.375	32.75	46.125	65.125	63.875	67.875	65.25	62.75	67.625	46	66.75	62.75
67	62.55555556	67.11111111	53	15.44444444	53.77777778	65.11111111	0	63.33333333	25.5	54.33333333	0	18.22222222	67.55555556	59.55555556	9	31.22222222	59.44444444	51.88888889	56.33333333	67.66666667	57.88888889	48.33333333	57.66666667	66.11111111	63.11111111	55.22222222	59.55555556	67.88888889	0	0	67.11111111	65.44444444	7.777777778	66.44444444	58.77777778	61.75	67.55555556	52	57.11111111	62.88888889	57.66666667	66.33333333	60.44444444	65.66666667	66.33333333	0	56.33333333	55	23	57	47.55555556	63.22222222	59.77777778	63.11111111	0	38.5	55.22222222	63.77777778	58	38.22222222	66.33333333	60.88888889	65.77777778	0	0	0	67.88888889	66.66666667	66.77777778	61.44444444	54.88888889	62.77777778	61.66666667	65.66666667	55.11111111	36.33333333	66.44444444	66.66666667	68.33333333	63.11111111	34.33333333	62.66666667	62.44444444	55.66666667	0	62.77777778	56.22222222	65.55555556	65.77777778	65.77777778	15.11111111	0	61.66666667	58.33333333	60.33333333	69.44444444	59.66666667	58.66666667	67.44444444	55.875	22.44444444	58.55555556	64.77777778	64.44444444	67	62.88888889	0	0	61	64	68.77777778	54.33333333	61.55555556	67.44444444	66.44444444	63.88888889	66.88888889	66.77777778	63.66666667	64.22222222	58.33333333	64.33333333	65.88888889	17	57.66666667	60.77777778	67.22222222	55	18.88888889	61.33333333	60.55555556	66.66666667	22.25	21.33333333	61.44444444	4.888888889	60.22222222	62.55555556	62.22222222	68	61	64.88888889	64.11111111	22	68.77777778	63	57.66666667	59.11111111	67.33333333	29.11111111	58.77777778	61.55555556	64.22222222	45.88888889	63.33333333	55.66666667	42.33333333	61.75	64.11111111	47.66666667	66.33333333	66.55555556	67.77777778	61	53.33333333	68.77777778	66.55555556	66.88888889	68.11111111	59.55555556	66.66666667	59.55555556	66	42.88888889	65.11111111	66.44444444	58.66666667	63.88888889	61	60.11111111	63.55555556	65.125	64.33333333	64.11111111	65.22222222	61.88888889	34.44444444	66.33333333	60.66666667	63.44444444	33.22222222	61.44444444	31.11111111	58.44444444	66.88888889	32.88888889	44.33333333	63	62.66666667	64.375	64.66666667	62.66666667	67.55555556	59	63.44444444	63.77777778
67.375	65.375	68	53.625	5.75	58.875	66	0	61.75	22.75	63	0	4.25	66.375	53.75	7.375	25	57.875	51	60.25	67.375	60.5	51.875	57	64.625	36.125	53.125	54.875	61.25	45.5	56.125	66	64.57	19.375	65.75	58	64.875	67.625	65.75	57.625	67.25	43.125	61.75	23.375	66	65	0	35	57.125	27.375	58.25	44.25	36.625	54.25	63.375	0	30.5	56.625	63.375	58.375	35.75	66.25	65.875	52.5	64.125	60.5	0	68.5	68.875	31.5	65.125	63.25	56.75	41.25	66.71428571	41.875	35	65.5	66.625	67.625	61.5	29.375	35.25	65.625	57.625	0	61.75	66.25	66.25	64.75	69	17.75	0	67.75	61.75	59.75	0	60.375	60.875	62.75	62.25	25.5	63.125	68.125	64.25	68.125	65.875	0	0	56.25	65.375	66.375	59.375	62.375	66.25	65.75	62.125	66.375	66.125	65.125	37.5	61.25	68.375	68.5	17.25	55	52.5	7.375	64.875	27.625	27.25	59.625	68	25.25	24.5	62.625	31.25	33.25	45.625	26.875	56	45.25	64.125	62.85714286	23.75	68.375	60.25	54.75	35.875	67.125	58.125	54.875	60.875	60.625	54.375	6.125	54.75	61.25	59.75	8.125	6.625	64.5	66	6.875	45.25	48.75	57	65.875	64.375	66.375	54.125	66.75	60.25	65.875	25	66.625	68	60.375	63.125	52.75	59	61.75	65.5	67.75	65.5	64.75	64.125	5.125	64.5	60.5	62.375	5.5	60.5	5.75	53.875	65.85714286	27.125	41.5	66.875	61.75	62.875	66.75	53.375	67	48.125	66	6.5
66	62.88888889	67.11111111	54.55555556	6.444444444	60.44444444	65.33333333	0	60.33333333	28.66666667	57.88888889	0	5.444444444	67.66666667	57.88888889	4.555555556	22.22222222	62	57.44444444	57.33333333	67.88888889	57.66666667	52.77777778	56.44444444	61.33333333	30.33333333	52.44444444	60.77777778	67.55555556	44.33333333	60.33333333	65.33333333	64.18	19.55555556	65	63.22222222	67.66666667	65.77777778	58.625	59.77777778	59.77777778	42.66666667	56.33333333	16	65.33333333	63.88888889	0	31.44444444	56	24.55555556	56.33333333	45.66666667	25.66666667	53.33333333	61.11111111	0	16.66666667	56.22222222	65.66666667	58.33333333	24.55555556	50.11111111	67.77777778	39.88888889	65.88888889	62.44444444	0	61.22222222	63.22222222	25.88888889	61.77777778	55.11111111	42.66666667	37.33333333	66.66666667	30.77777778	15	63.66666667	66.22222222	66.11111111	65.66666667	28.11111111	24.66666667	65.33333333	54.11111111	0	62	36.33333333	63.77777778	65.44444444	67.66666667	16.33333333	0	65.44444444	60.33333333	25.77777778	0	66.33333333	59.44444444	65	25.44444444	24.66666667	60.55555556	66.33333333	62.66666667	68.88888889	65.77777778	0	0	61.66666667	68.33333333	64.66666667	59.44444444	38.875	68	66.11111111	62.44444444	65.66666667	66.33333333	65.33333333	26.55555556	58	68.11111111	66.44444444	24	14.11111111	60.33333333	6.444444444	65.44444444	21.88888889	19.25	57.77777778	65.33333333	24.44444444	21.11111111	62.33333333	26.77777778	28.88888889	48.55555556	25.44444444	66.22222222	42.5	60.88888889	58.66666667	22.77777778	67.44444444	61.55555556	56.11111111	37.11111111	67.33333333	35.22222222	57.11111111	62.55555556	59.22222222	55.44444444	5.666666667	57.22222222	63.33333333	56.77777778	9.777777778	5.555555556	66.88888889	67.33333333	6.666666667	25.125	53.44444444	44.11111111	67.33333333	63.66666667	63.66666667	48.55555556	65.11111111	60.55555556	63.44444444	51.33333333	66.22222222	66.66666667	59.77777778	65.88888889	60.44444444	61.88888889	62.55555556	65.33333333	67.22222222	62.11111111	64.33333333	63.44444444	4.333333333	66	63.66666667	58.44444444	3.666666667	63.88888889	6.555555556	28	67.55555556	25.88888889	41.11111111	65.44444444	60.77777778	63.875	66.44444444	60.77777778	66.33333333	44.88888889	66.88888889	5.777777778
